episode,Reward,step_count,goal_log
946,-50.98938645731904,0,220
947,-479.4569758426508,0,220
948,-251.6873268846278,0,220
949,-32.470595059103886,0,220
950,-37.866453273602104,0,220
951,-48.72563007197546,0,220
952,200.21012764668288,0,220
953,30.62807490275159,0,220
954,-96.58895219916886,0,220
955,-83.61013972423024,0,220
956,505.3677062712894,0,221
957,1.7060079372023793,0,221
958,-28.186772852577146,0,221
959,-12.485586955928248,0,221
960,254.80285201911448,0,221
961,-167.9533868266417,0,221
962,79.26880582796096,0,221
963,-60.63726254489077,0,221
964,-17.485560835844314,0,221
965,259.6701773719574,0,221
966,-345.77148681705575,0,221
967,503.42940629231646,0,222
968,11.486775225437178,0,222
969,-39.123320454694394,0,222
970,-128.05702586298565,0,222
971,504.64634117778223,0,223
972,43.31928125928971,0,223
973,104.2675280004673,0,223
974,-185.9355487040805,0,223
975,-32.486577153260875,0,223
976,507.21703613665966,0,224
977,-110.60882230358283,0,224
978,-32.46797047421212,0,224
979,-99.29705367112975,0,224
980,-86.82096682606935,0,224
981,285.06357275977086,0,224
982,-72.76442638597996,0,224
983,-180.50717743262408,0,224
984,-32.33447489717109,0,224
985,42.45733067874485,0,224
986,504.30720714695593,0,225
987,53.25768052567642,0,225
988,505.0848394583196,0,226
989,-111.62833380516052,0,226
990,-70.8634291444886,0,226
991,505.1593074671268,0,227
992,97.21538627625198,0,227
993,503.29817385151347,0,228
994,359.2862533423495,0,228
995,500.3865731989745,0,229
996,-15.748914966857786,0,229
997,-96.97184633257663,0,229
998,-38.40284443130099,0,229
999,56.83801006445741,0,229
1000,-32.4661232818868,0,229
1001,-41.98554648902762,0,229
1002,506.2034856631092,0,230
1003,-1.3629301679181651,0,230
1004,-179.57626891201787,0,230
1005,-32.51519266594927,0,230
1006,84.70329471153084,0,230
1007,-32.460417475028855,0,230
1008,93.61202328724934,0,230
1009,-154.39140621864655,0,230
1010,-47.519794960894,0,230
1011,-126.70826885439118,0,230
1012,-32.52321010377573,0,230
1013,45.482287524004306,0,230
1014,-21.976472017398386,0,230
1015,307.325396225464,0,230
1016,-54.66449857006711,0,230
1017,-68.44606652672469,0,230
1018,-69.47324527207174,0,230
1019,-64.31565481121194,0,230
1020,510.7617557683401,0,231
1021,500.5195914894068,0,232
1022,32.66493325547059,0,232
1023,-81.14484162122497,0,232
1024,-54.32003288768557,0,232
1025,-52.89096836308191,0,232
1026,-32.300683412745634,0,232
1027,-52.35162227850564,0,232
1028,-32.53608698968327,0,232
1029,-186.4930174780419,0,232
1030,-58.93891735102733,0,232
1031,-35.21252954417009,0,232
1032,-131.5158953913808,0,232
1033,-80.99086815505422,0,232
1034,74.10016837352225,0,232
1035,-29.156215782832117,0,232
1036,-77.59131183948529,0,232
1037,514.8538591301964,0,233
1038,0.7509472131388684,0,233
1039,72.49103275968231,0,233
1040,-80.51196475370588,0,233
1041,-33.63886090957344,0,233
1042,66.20801783287308,0,233
1043,-32.498923742010994,0,233
1044,-40.13735942115203,0,233
1045,-48.70692037816217,0,233
1046,-32.23906645932341,0,233
1047,-74.85139079120451,0,233
1048,506.73788760909144,0,234
1049,-17.1052223407049,0,234
1050,-102.55581953327665,0,234
1051,-65.87883382601284,0,234
1052,-17.86899709540024,0,234
1053,-46.293067133107385,0,234
1054,-32.291515277470026,0,234
1055,-19.26117713633137,0,234
1056,-90.61815336667958,0,234
1057,152.17809367109706,0,234
1058,19.080187162814365,0,234
1059,-32.48897878393583,0,234
1060,-24.693020669836876,0,234
1061,-113.6279941525359,0,234
1062,-235.71840368861828,0,234
1063,-32.51635881108942,0,234
1064,504.1877375914207,0,235
1065,24.89087196064712,0,235
1066,-103.47561540594344,0,235
1067,-44.939231084506616,0,235
1068,-133.74224273077937,0,235
1069,-86.56338834072398,0,235
1070,-53.247977136871846,0,235
1071,-32.516872995223686,0,235
1072,509.2735325075069,0,236
1073,-133.47133111856644,0,236
1074,-45.35478384996119,0,236
1075,-46.4257638937502,0,236
1076,-44.853627045081055,0,236
1077,-75.49931430136692,0,236
1078,-119.95318758782037,0,236
1079,-32.277098583633965,0,236
1080,-19.507010384957248,0,236
1081,-23.774653292528953,0,236
1082,-120.63934302442206,0,236
1083,-16.52665800408191,0,236
1084,-32.236938313323314,0,236
1085,-86.40799946106637,0,236
1086,-17.035818909879676,0,236
1087,504.1049914000125,0,237
1088,-288.75815401580815,0,237
1089,503.93597558634985,0,238
1090,-107.67600871972752,0,239
1091,-42.95430708413848,0,239
1092,18.1312400655829,0,239
1093,1.2561792865386892,0,239
1094,-22.905783979233863,0,239
1095,510.7029366226193,0,240
1096,21.29837409865848,0,240
1097,-28.088155381162828,0,240
1098,-65.82617308175698,0,240
1099,132.6255666423616,0,240
1100,-13.57529979129637,0,240
1101,-218.90124324951518,0,240
1102,-76.19768598962682,0,240
1103,-113.2212370085141,0,240
1104,-18.4186949529643,0,240
1105,-199.34389061469955,0,240
1106,-32.54683112805052,0,240
1107,-16.204342951476526,0,240
1108,-267.7814864797925,0,240
1109,505.8471165877676,0,241
1110,-16.662863564945965,0,241
1111,-82.00727018230913,0,241
1112,-631.0575890466685,0,241
1113,-36.77751928632529,0,241
1114,507.6354459232555,0,242
1115,179.18732756556622,0,242
1116,-42.4696041368694,0,242
1117,501.22923049883076,0,243
1118,-15.204078342307112,0,243
1119,-316.42995537657157,0,243
1120,-330.4316841345471,0,243
1121,-175.03578899263712,0,243
1122,-14.808484074988641,0,243
1123,-90.98678967158388,0,243
1124,-86.57328438406374,0,243
1125,-88.46204766544727,0,243
1126,500.5666108820969,0,244
1127,-13.683749107003568,0,244
1128,-65.06777037884657,0,244
1129,508.13065106591273,0,245
1130,-51.570254545758104,0,245
1131,-60.73084757986978,0,245
1132,-32.46132856879049,0,245
1133,-11.46497049063072,0,245
1134,501.20299885800046,0,246
1135,7.264932027223491,0,246
1136,-32.574879814912904,0,246
1137,24.810809223358806,0,246
1138,504.6411626764223,0,247
1139,59.03447136029817,0,247
1140,505.77698601689167,0,248
1141,-34.42334582649257,0,248
1142,507.96849886884945,0,249
1143,66.16356369082897,0,249
1144,-72.00390901423577,0,249
1145,-32.54229189406088,0,249
1146,520.4422440185245,0,250
1147,-86.518491491712,0,250
1148,-65.23492179182023,0,250
1149,-56.447121450588,0,250
1150,-32.36316020993175,0,250
