episode,Reward,step_count,goal_log,goal_percentage_log
0,71.29906219460673,40,0,0.0
1,-15.720082759642846,8,0,0.0
2,-3.094252832503157,22,0,0.0
3,631.3179577106586,39,1,0.0
4,-35.74739556615009,51,1,0.0
5,-14.495606445421588,56,1,0.0
6,328.8861053737938,114,1,0.0
7,-4.6737358743958355,12,1,0.0
8,-11.801987621406042,20,1,0.0
9,11.799742454110731,64,1,0.0
10,8.554249444317577,37,1,0.0
11,103.1072320321708,53,1,0.0
12,36.962885414194574,40,1,0.0
13,250.45371688631286,91,1,0.0
14,18.004058613489455,29,1,0.0
15,247.71733140587403,109,1,0.0
16,43.32824106983213,28,1,0.0
17,575.9328632889542,20,2,0.0
18,21.901799612266235,24,2,0.0
19,66.88443097176994,43,2,0.0
20,278.2942061219249,83,2,0.1
21,46.28328367653113,41,2,0.1
22,185.34540689473081,53,2,0.1
23,245.85975718180765,87,2,0.1
24,7.25309380405173,33,2,0.1
25,83.83533660130703,54,2,0.1
26,775.9914266318636,81,3,0.2
27,57.34912677830435,45,3,0.1
28,43.38484569558633,76,3,0.1
29,-0.5129532396716261,20,3,0.1
30,-9.350996469970868,7,3,0.1
31,21.948894466392666,16,3,0.1
32,-15.827301234052413,38,3,0.1
33,226.03790226502963,94,3,0.1
34,52.51232592282524,41,3,0.1
35,84.59985037618051,44,3,0.1
36,38.47604617040228,53,3,0.0
37,231.34074300891515,88,3,0.0
38,37.63399608780521,29,3,0.0
39,-25.881757270289278,22,3,0.0
40,79.4538512996743,51,3,0.0
41,144.3506620526151,55,3,0.0
42,14.306366357362627,43,3,0.0
43,63.93910546097544,33,3,0.0
44,66.01704884373855,45,3,0.0
45,-16.036187889949563,11,3,0.0
46,49.506325655479266,34,3,0.0
47,15.682279481116781,22,3,0.0
48,13.34226816427172,15,3,0.0
49,52.716748630170414,35,3,0.0
50,56.804256191184166,51,3,0.0
51,11.441944141803285,55,3,0.0
52,63.79289394517115,34,3,0.0
53,121.00167469702669,68,3,0.0
54,79.73979477990811,35,3,0.0
55,21.74781282605455,22,3,0.0
56,20.390302450426216,26,3,0.0
57,52.15833738608177,28,3,0.0
58,-18.509674519012457,17,3,0.0
59,-19.2149987840642,38,3,0.0
60,48.676007868272535,67,3,0.0
61,56.90680654289555,32,3,0.0
62,-4.734285380567417,44,3,0.0
63,57.06598612900811,30,3,0.0
64,-30.68921509803058,46,3,0.0
65,-7.775981217085043,11,3,0.0
